system index,primary star type,close companion exists?,close companion star type,distant companion exists?,distant companion star type,primary name,close companion name,distant companion name,age,primary luminosity,close companion luminosity,distant companion luminosity,id,name,parent star(s),orbit index,parent body,moon index,belt length,type,size,composition,density,atmosphere thickness,primary atmospheric gas,oxygen,greenhouse effect,base temperature,proper temperature,surface liquid,liquid coverage,rings,geologically active,life,civilization,visual style,v2.0.0
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,0,Brirort,1,1,-1,-1,null,0,30,5,0.2,-1,-1,0,0,15,15,0,0,1,false,0,0,2,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,1,Burtute,1,24,-1,-1,null,0,1.5,1,0.4,6,1,0,0,2,2,0,0,0,true,2,2,5,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,2,Mara,1,12,-1,-1,null,0,1.8,0,0.8,5,1,0,1,6,6,2,0.97,0,true,2,0,1,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,3,Fathot,1,31,-1,-1,null,0,1.1,1,0.4,3,1,0,0,1,1,0,0,0,true,2,0,3,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,4,Feurdu,1,38,-1,-1,null,0,0.1,1,0.5,0,0,0,0,0,0,0,0,1,true,2,0,2,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,5,Lartu,1,19,-1,-1,1,1,0.0035,1,0.5,0,0,0,0,3,3,0,0,0,true,2,0,0,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,6,Florrhur,1,35,-1,-1,1,1,0.00037,1,0.4,0,0,0,0,0,0,0,0,0,true,2,0,2,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,7,Schenet,2,17,-2,-1,null,0,25,5,0.2,-1,-1,0,0,4,4,0,0,1,false,0,0,0,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,8,Daras,2,12,-2,-1,null,0,6,5,0.2,-1,-1,0,0,6,6,0,0,0,false,0,0,2,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,9,Ritut,2,32,-2,-1,null,0,0.55,1,0.4,0,0,0,0,0,0,0,0,1,true,2,2,0,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,10,Ryplerrhen,2,5,-2,-1,null,0,1,0,0.8,6,1,1,2,11,12,1,1,0,true,2,0,3,
        0,1,false,-1,true,2,Calcharn A,Cetuturs B,Calcharn B,7.3,0.06644442026760938,0,0.5127311630833671,11,Brorbris,2,25,-2,-1,null,0,0.7,2,1.2,5,1,0,1,2,2,0,0,0,false,0,0,2,
